label,headline
0,Krievija atdevusi Ukrainai 528 kritušos karavīrus
0,Krievija atzīst degvielas trūkumu pēc Ukrainas dronu uzbrukumiem
1,Krievija draud Armēnijai apturēt naftas un gāzes piegādes
1,Krievija draud Starptautiskajā tiesā vērsties pret Baltijas valstīm
1,"Krievija kaujas gatavību varētu atjaunot nākamgad, brīdina Igaunija"
1,"Krievija kā drauds Baltijai ir jāuztver nopietni, atzīst ASV kongresmenis"
1,"Krievija kļūst arvien izmisīgāka, uzsver Rite"
1,Krievija melo par Ukrainas triecieniem Krievijai no Latvijas
1,Krievija naktī uz pirmdienu uzbrukusi Ukrainai ar 155 droniem
1,Krievija noraida tuaregu nemiernieku aicinājumu: Mali atstāt negrasās
0,"Krievija paraksta militārās sadarbības līgumu ar ""Taliban"""
0,Krievija pasludina vienpusēju pamieru ar Ukrainu 8. un 9. maijā
1,"Krievija pati izlēma pārtraukt pamieru, paziņo Zelenskis"
0,Krievija pie Odesas uzbrukusi turku kuģim; pie Turcijas cieš trīs tankkuģi
1,"Krievija piedzīvo sliktāko gadu karalaukā, iniciatīva pāriet Ukrainas pusē, spriež mediji"
0,Krievija pieņem likumu par armijas izmantošanu ārzemēs
1,"Krievija pārkāpusi Ukrainas ierosināto pamieru, paziņo Sibiha"
0,Krievija sāk lielas kodolieroču mācības
0,"Krievija sāk maskēt militārās kravas automašīnas par civilajām un krāsot ""zebras"" rakstā"
1,Krievija un Ukraina apsūdz viena otru pamiera pārkāpšanā
0,Krievija uz konsultācijām izsaukusi vēstnieku Armēnijā
0,Krievija uzbrukusi Ukrainai ar 210 droniem
2,Krievija vai Rietumi? Armēnijā notiek parlamenta vēlēšanas
1,"Krievija vairs neliekas ne zinis par sarkanarmiešu mirstīgo atlieku pārapbedīšanu, ziņo TV3"
1,"Krievija var izmantot ""iespēju logu"", lai uzbruktu Baltijas valstīm, komentē Pudāns"
1,Krievija var izmantot juridiskas apsūdzības agresijas attaisnošanai pret NATO
0,"Krievija veido bāzes 115 000 karavīru izvietošanai pie Eiropas robežām, ziņo mediji"
1,"Krievija zaudē iniciatīvu kaujas laukā, apgalvo Zelenskis"
1,"Krievija šonakt varētu veikt vēl vienu plaša mēroga uzbrukumu Ukrainai, brīdina Zelenskis"
1,"Krievijas armija zaudē tempu, bet Putins var to nezināt, spriež ISW"
1,Krievijas drona incidents Rumānijā kļuva par ieganstu dezinformācijas kampaņai
0,"Krievijas drons Melnajā jūrā trāpījis Ķīnas kuģim, apgalvo Ukraina"
0,Krievijas drons nesis urānu saturošu raķeti: SBU konstatē paaugstinātu radiāciju
0,Krievijas drons uzbrucis kodoldegvielas glabātavai pie Čornobiļas
0,Krievijas dronu triecienos Ukrainā vairāki ievainotie
0,Krievijas dronu triecienā bērnudārzam Sumos nogalinātas divas darbinieces
0,Krievijas lidmašīnu dēļ Zviedrija piektdien pacēlusi gaisā savus iznīcinātājus
1,"Krievijas organizēto kaitniecisko darbību dēļ būtu vērts pārskatīt bīstamo objektu saraksta publisku pieejamību, uzskata VDD"
1,Krievijas politiķis draud Ukrainai ar masu iznīcināšanas ieročiem
0,"Krievijas triecienos Zaporižjā, Kramatorskā un Dņipro nogalināts 21 cilvēks"
0,Krievijas triecienā Kijivai iznīcināta gandrīz puse Čornobiļas AES muzeja eksponātu
0,Krievijas triecienā Ukrainā nogalināti pieci cilvēki
0,Krievijas un citu trešo valstu pilsoņus Rīgā aicina uz bezmaksas aktiermeistarības nodarbībām
1,Krievijas uzbrukuma draudi no Baltkrievijas ir reāli
1,"Krievijas uzbrukums Baltijas valstīm būtu nesekmīgs, norāda NATO komandieris"
0,Krievijas uzbrukumā Kijivai nogalināti vismaz 24 cilvēki
0,Krievijā arvien plašāki degvielas iegādes ierobežojumi
0,Krievijā nogāzies bumbvedējs Tu-22M3
0,"Krievijā noticis atentāts pret ""Bučas miesnieku"""
0,Krievu raķete izraisa ugunsgrēku Kijivas Pečeru klosterī; Kijivā un Harkivā desmit nogalinātie
0,"Krimā apskādēts okupantu kuģis ""Svetļak"""
0,Krimā deg naftas bāzes un apturēta vilcienu satiksme
1,Kritusī valdība: kas notika un kurš būs premjers? Alinas un Raivja versijas
0,Krituši koki un norauts jumta segums – VUGD saņem izsaukumus uz spēcīgā vēja postījumiem
0,Kronbergs atstādināšanas laikā atalgojumu nesaņems
0,Kronbergs atstāj Valsts kancelejas direktora amatu
0,Krāslavas novadā auto sadursmē ar meža dzīvnieku iet bojā transportlīdzekļa vadītājs
1,"Kuba ir nacionālās drošības drauds ASV, apgalvo Rubio"
0,Kulberga biroja vadītājs būs Mareks Gruškevics
0,"Kulberga birojā izvēlētas amatpersonas, kas būs atbildīgas par ""Rail Baltica"" un ""airBaltic"" jautājumiem"
0,Kulberga valdības apstiprināšana koriģēs Saeimas sastāvu
0,"Kulbergam būs arī padomnieks ""airBaltic"" un ""Rail Baltica"" jautājumos"
0,Kulbergs apņēmies pārskatīt valsts plānoto pētījumu lietderību
0,Kulbergs dosies vizītē uz Igauniju
0,Kulbergs gatavs vadīt jaunās koalīcijas valdību
0,Kulbergs izveido ES fondu tematisko komiteju
1,"Kulbergs koalīcijas sarunas vēlas turpināt četru potenciālo partneru sastāvā, bez ""Progresīvajiem"""
0,Kulbergs mudina Krievijas pierobežā veidot kopīgu pretdronu vienību
1,Kulbergs neredz vajadzību piešķirt valsts finansējumu bridža čempionātam
0,Kulbergs nosauc valdības sastāvu; pieci esošie ministri turpinās darbu
0,Kulbergs piedalīsies NB8 valstu līderu sanāksmē Tallinā; ieradīsies arī Zelenskis
0,Kulbergs pēc tikšanās ar Rinkēviču aicina atbalstīt Latgales tūrismu un doties turp brīvdienās
0,Kulbergs rosinās izvērtēt ministriju un to padotības iestāžu pasūtītos un plānotos pētījumus
0,Kulbergs un Zelenskis paraksta dronu sadarbības līgumu
1,Kulbergs uzdod Dombravam sākt migrācijas politikas pamatnostādņu izstrādi
0,Kulbergs vēlētos izmaiņas pašvaldību finanšu izlīdzināšanas risinājumā
0,Kuluāros pieļauj premjera amatu uzticēt Kučinskim
2,Kur rodas nauda Latvijā un cik daudz tu zini par Latvijas uzņēmējiem?
2,Kurjers ar elektroauto: zaļāka piegāde vai dārgs eksperiments?
2,Kurš maksās? Kā tiek audzēti aizsardzības izdevumi Austrumu flangā
2,Kurš pirmais? Politoloģe par Sprūda un Siliņas sacensību paziņot par ministra demisiju
2,"Kurš teicis šos zīmīgos vārdus ""Delfi TV"" ēterā?"
2,"Kustība ""30 dienas skaidrā"" aicina Jāņus svinēt bez alkohola"
0,"Kuģa ""Fitburg"" kapteinim Somijā izvirza apsūdzības par Igaunijas-Somijas telekomunikāciju kabeļu bojāšanu"
2,"Kā Kremļa melu fabrika izdomāja ""ziņas"" par dronu uzbrukumiem Latvijā un kā tās izplatījās Igaunijā"
2,"Kā franču ""Rafale"" identificēja virs Latgales notriekto dronu"
2,Kā izskatījās Maģara pirmais mēnesis Ungārijas premjera amatā
2,Kā kritiskās infrastruktūras zemessargu gatavību mobilizācijai testēja
2,Kā mākslīgais intelekts palīdzēs ātrāk diagnosticēt vēzi – Stradiņa slimnīca iesaistās projektā
2,"Kā mērīt izglītības kvalitāti, lai varētu tai sniegt mērķtiecīgu atbalstu"
2,Kā rīdziniekiem rīkoties dronu uzlidojumu laikā – informē par drošības algoritmiem
2,"Kā rīkoties, ja šūnapraides paziņojums atskan tiesas sēdes laikā. Skaidro TM un Tieslietu padome"
2,"Kā slepkava, kuru meklēja visa Krievija, kļuva par slavenību fantastikas pasaulē"
2,"Kā sniegt palīdzību jauniešiem, kas nonākuši grūtībās"
0,Kādi laikapstākļi gaidāmi jūnija sākumā?
0,"Kāpjot kalnos ASV, bojā gājuši trīs Latvijas alpīnisti (plkst.21.03)"
0,LPV piedāvā apvienot vairākas ministrijas un nosauc ministru kandidātus
0,LPV rosina glabāt Saeimas vēlēšanu zīmes gadu
0,LTV kādu laiku nebūs redzama žurnāliste Anete Bērtule
0,LU mēģinās izsolīt Ekonomikas un sociālo zinātņu fakultātes ēku Lauvas ielā
0,Lapiņš atteicies no Saeimas deputāta mandāta; nākamajam iespēja Ratniekam
0,"Latgales tūrisma industrijas stiprināšanai plānots pārdalīt 1,5 miljonus eiro"
1,"Latgales tūrisma industrijas stiprināšanai plānots pārdalīt 1,5 miljonus eiro, pauž Valainis"
0,Latgalē līdz iespējamā apdraudējuma atcelšanai aptur vilcienu kustību
0,Latgalē par nelegālo migrantu pārvadāšanu aiztur Igaunijas un Gruzijas pilsoņus
0,Latgalē par nelikumīgi valsts robežu šķērsojušu personu pārvadāšanu aizturētas divas personas
0,Latgalē policija atsavina rekordlielu marihuānas daudzumu
0,Latviešu strēlnieku laukumā pieminēs deportāciju upurus ar videoliecību translāciju
0,Latviešu valodas eksāmens iespējama gaisa telpas apdraudējuma dēļ pārtraukts desmit pašvaldībās
1,Latvija ES ministru sanāksmē aicinās nosodīt Krievijas dalību Venēcijas biennālē
0,Latvija Preses brīvības indeksā zaudējusi divas pozīcijas
0,Latvija atzīmē valsts neatkarības atjaunošanas 36. gadadienu
0,"Latvija ieinteresēta padziļināt sadarbību ar Ukrainu aizsardzības jomā, sarunā ar Zelenski uzsver Rinkēvičs"
0,"Latvija lūgs Lietuvai izdot ""Latvijas krājbankas"" bijušo līdzīpašnieku Antonovu"
1,Latvija plāno aizliegt visus autobusu pasažieru pārvadājumus uz Krieviju un Baltkrieviju
1,Latvija un ASV apņēmušās izveidot kopīgu digitālu dronu un pretdronu iegādes platformu
0,Latvijas Nacionālais arhīvs atdos Ukrainai vairākus vēsturiskos dokumentus
0,Latvijas Nacionālās aizsardzības akadēmijas kadeti piedalīsies Kaujas izturības kursā
0,Latvijas gaisa telpā notriekts drons (plkst. 10.35)
2,"Latvijas iedzīvotāji ir antiņi, kas nav pelnījuši labas lietas"
0,Latvijas iedzīvotāju galvenās bažas par vēja parkiem saistītas ar veselību un dabu
1,Latvijas policija Epstīna lietā identificējusi vienu cietušo
0,"Latvijas pretgaisa aizsardzībā vien pēdējos gados sākti nopietnāki ieguldījumi, saka NBS komandieris"
0,"Latvijas pārstāvji piedalīsies Eiropas mēroga kibermācībās ""Cyber Europe 2026"""
1,Latvijas stādu tirgū konstatē neatļautu ģenētiski modificētu tomātu tirdzniecību
0,Latvijas vēstniece ANO: Krievija atsakās pieņemt pašas sāktā kara neveiksmi
0,Latvijas vēstnieks NATO: ASV nav atteikušās no saistībām Eiropā
0,Latviju apmeklē pasaulslavenais aktieris Ričards Gīrs
1,Latvijā aizturēts iepriekš starptautiskajā meklēšanā izsludinātais Dāvids Krūmiņš
0,Latvijā atzīmē Satversmes sapulces sasaukšanas dienu
1,Latvijā dramatiski samazinājies transplantāciju skaits
0,"Latvijā gada inflācija maijā pieaugusi līdz 3,5%"
1,"Latvijā ielidojušie droni primāri ir mūsu pašu atbildība, saka vēstnieks NATO"
1,Latvijā ierodas Maltas Ordeņa princis; Rīgā būs satiksmes ierobežojumi
1,Latvijā ir augstākā atkritumu apglabāšanas nodokļa likme ES; KEM aicina nesalīdzināt
1,Latvijā kritiski trūkst visu grupu donoru asiņu
1,Latvijā no Krievijas ielidojuši vairāki droni un divi nokrituši; Rēzeknē izveido operatīvās vadības štābu
0,Latvijā notiks vienas no lielākajām speciālo operāciju spēku mācībām Eiropā
1,Latvijā otrdien ielidojis viens drons; patlaban tas valsts gaisa telpā vairs neatrodas (plkst. 14.18)
0,Latvijā plašāk būs pieejams transports pēc pieprasījuma
0,Latvijā šā gada sākumā visvairāk bija 38 un 39 gadus vecu iedzīvotāju
0,"Lauku kapsētas ir apdraudētas – Ludza ceļ trauksmi par jauno likumu, ziņo LSM"
0,"Ledusskapji, vadi, telefoni – divas nedēļas Rīgā un Pierīgā varēs nodot nevajadzīgo elektrotehniku"
0,Leipcigas centrā auto ietriecas pūlī; gājuši bojā divi cilvēki (plkst. 22.03)
0,Lido droni: Maskavā deg liela naftas pārstrādes rūpnīca
0,Lidostā aiztur meklēšanā izsludinātas personas un viltotu dokumentu uzrādītājus
1,"Liedz 12 000 eiro izmaksāt ""aplokšņu"" algās specializēto būvdarbu un inženiertīklu instalāciju uzņēmumā"
0,Lielbritānija aizliegs sociālos tīklus bērniem līdz 16 gadu vecumam
0,Lielbritānijas aizsardzības ministra lidmašīna piedzīvojusi Krievijas GPS traucējumus
0,Lielbritānijas aizsardzības ministrs Hīlijs paziņo par atkāpšanos
1,Lielbritānijas spēki pārtver Krievijas ēnu flotes kuģi
0,Lielplatonē savairojusies zeltvēdera mūķene; aicina ievērot piesardzību
1,Liepājas Valsts tehnikums aizdomās par netiklām darbībām atstādina pedagogu
1,Liepājas šosejas sākumā sāksies būvdarbi – jāieplāno papildu laiks ceļā
0,Liepājā alkohola reibumā esoša māte atstāj novārtā nepilngadīgo dēlu
0,Liepājā izglābts mežā apmaldījies cilvēks
0,Liepājā sāk darboties dzērienu glāžu aprites sistēma
0,Liepājā ugunsgrēkā cietis cilvēks
0,Liesmu dēļ no Riešes ģimnāzijas Lietuvā evakuēti 1600 cilvēku
1,"Lietuvas premjere aicina Budri atturēties no ""asiem paziņojumiem"" par Kēnigsbergas eksklāvu un droniem"
1,Lietuvas prezidents ārlietu ministra izteikumus par Kēnigsbergu nosauc par ne pārāk veiksmīgiem
1,Lietuvas robežsargi piespieduši doties atpakaļ uz Baltkrieviju piecus migrantus
0,Lietuvas ārlietu ministrs: Krievija apzināti novirza Ukrainas dronus Baltijas valstu gaisa telpā
0,Lietuvā 41 gada vecumā miris deputāts Šukļins
0,Lietuvā atrasts nokritis drons
1,"Lietuvā dronu dēļ trešdien izsludināta augstākā ""sarkanā trauksme"""
0,Lietuvā no Reģistru centra nozagti aptuveni 600 000 ieraksti
0,Lietuvā pie nokritušā drona atrastas sprāgstvielas
1,Lietuvā plosījās stihija: vējš svaida dārza mēbeles
0,Lietuvā turpinās pazudušā drona meklēšana
1,Likumsargi atbrīvojuši Kronbergu
0,Likumsargi izmeklē iespējamu korupciju Stradiņa slimnīcā
0,"Likvidē Maksātnespējas kontroles dienestu, tā funkcijas nodod TM"
1,"Londonā par atbalstu ""Palestine Action"" aizturēti 117 cilvēki"
0,"Ludzas igauņu, Kurzemes lībiešu un Amerikas indiāņu pētnieks – Uldis Balodis"
0,Līdz 35 gadus vecus pilsoņus aicina pieteikties dienestam elitārā robežsardzes specvienībā
0,Līdz nākamās nedēļas vidum katru dienu gaidāms lietus; pirms Jāņiem būšot svelme
0,Līdz piektdienai skolās būs iespējams pieteikt topošos Rīgas pirmklasniekus
0,"Līvānu novadā atklāts 3,4 miljonu eiro vērts hibrīdais enerģijas parks"
0,"Maija brīvdienas būs vasarīgas, vietām iespējams pērkons"
0,Maija pirmajā dienā gaiss vietām iesils pat līdz 19 grādiem
1,"Maijs lika pārskatīt drošības realitāti. 15 raksti, kas ļauj ieraudzīt plašāku ainu"
0,Maijā ukraiņi atbrīvojuši par 100 kvadrātkilometriem vairāk nekā zaudējuši
0,"Mainīts teritoriju saraksts, kurās nomedītās mežacūkas ir obligāti jāizmeklē uz ĀCM"
1,Makrons pirmo reizi kopš Krievijas atkārtotā iebrukuma Ukrainā sazvanījies ar Lukašenko
0,Maltā uzsprāgusi pirotehnikas rūpnīca
2,Mammītei ir pakaļa kā ēzelis – kā Pitbull kļuva par liberālā laikmeta varoni
2,"Man patīk Zelenskis, ukraiņi cīnās labi"
0,Maratons aizvadīts mierīgi un bez incidentiem
1,Maskavas vēlme vērsties tiesā pret Baltijas valstīm – daļa no plašākiem nodomiem
0,Maskavā drons ietriecies daudzstāvu dzīvojamā ēkā
1,"Masveida uzbrukums Kijivai: Putins cenšas nomazgāt savu 9. maija pazemojumu, secina ISW"
1,"Masveida uzbrukums Ukrainai: 73 raķetes, vismaz 18 nogalināto un 100 ievainoto"
0,Maģars ierobežo Ungārijas darba atļaujas viesstrādniekiem no valstīm ārpus ES
1,Melbārde likumsargiem prasa vērtēt publiskas personas mantas izšķērdēšanu IZM
2,"Meli par dronu uzbrukumu no Latvijas: Maskava slēpj savu nespēju, paskaidro eksperts"
0,Melnajā jūrā triecienā cietis Turcijas zvejas kuģis; viens bojāgājušais
0,Melnis aicina PTAC un KP pārbaudīt iespējamo elektroauto cenu kāpumu
0,Melnis apņēmies ātrā tempā ieviest Ukrainas pieredzi; vēl nav atvaļinājies no dienesta
0,Meloni aicina mīkstināt ES budžeta noteikumus
0,Mercs ierosinājis piešķirt Ukrainai asociētās ES dalībvalsts statusu
1,Mercs neiesaka jauniešiem doties uz ASV
0,Meža ugunsgrēks pie Čornobiļas AES vēršas plašumā
1,Mieriņa aicina steidzami uzlabot tiesu psihiatrijas sistēmas drošību
1,"Mieriņa pauž neizpratni par Siliņas rīcību, neierodoties Saeimā"
1,Militārajai industrijai jābūt roku rokā sasietai ar bruņotajiem spēkiem
1,"Militāro agresiju slavinošas dziesmas, kara noziegumu cildināšana – VP sākusi teju 70 lietas"
0,Ministru prezidenta birojam pievienojas četri padomnieki
0,"Ministru prezidents Andris Kulbergs piedalās Senioru dienas pasākumā Saeimā ""Aktīva novecošanās: veselība, līdzdalība un iespējas""."
0,Moldovā netālu no Ukrainas robežas eksplodējis drons
2,"Mopēds, motorollers vai motocikls vasarai: ar ko atļauts braukt, ja kabatā ir B kategorijas tiesības"
1,"Mums ir jāvelta visa sava enerģija, lai Latvija vienmēr būtu brīva un spēcīga, uzsver prezidents"
0,Murmastienes un Varakļānu pievienošana Madonas novadam atbilst Satversmei
1,Mācību laikā dažādās vietās Latvijā pārvietosies militārā tehnika un lidināsies droni
2,Māris Zanders: Jauna slota īslaicīgai lietošanai?
2,Māris Zanders: Politikā sajūtas ir tikpat svarīgas kā fakti
2,Māris Zanders: Priekšvēlēšanu kaislības
2,Mārtiņš Vērdiņš: Kara iepriecinošo ziņu paisumi un Krievijas bēgumi
0,Mārupes un Ķekavas novados notiks Zemessardzes mācības
0,Mātei par dīķī noslīkušās sešgadīgās meitenes nāvi – pusotrs gads cietumā
0,Mērsraga pagastā pēc automašīnas un velosipēda sadursmes miris nepilngadīgs velosipēdists
1,"Mēs bijām izgājuši bīstamāko ceļa posmu, par traģēdiju Aļaskā LTV stāsta alpīnists Puriņš"
1,Mēģināja slepkavību uzdot par pašnāvību – likumsargi atšķetina baisu notikumu Pērnavas ielā Rīgā
0,Mūžībā devies bijušais ASV kongresmenis un LGBTQ tiesību aizstāvis Bārnijs Frenks
0,Mūžībā devies vairāku Rīgas skolu bijušais direktors Ševčenko
0,NA gatava veidot jaunu valdību
0,"NA līderi vēlēšanās būs Indriksone, Dombrava, Butāns, Vitenbergs un Teirumnieks"
1,"NA nevēlas ""Progresīvos"" koalīcijā; Kulbergs neizslēdz darbu mazākumā"
0,"NA, AS un ZZS pirms tikšanās ar Rinkēviču vienojas par sadarbību"
0,"NA, ZZS, JV un AS nosauc savus kandidātus ministru amatiem (plkst.19.08)"
0,"NATO stiprinās Baltijas valstu aizsardzību, vēsta avoti"
1,NATO sāk palielināt aizsardzību ap Zviedriju un Somiju
1,"NATO varētu piešķirt Ukrainai 70 miljardus eiro, raksta ""Politico"""
1,NBS informē par šīsdienas apdraudējumu Latvijas gaisa telpā
0,"NBS izvērtēs, vai līdzšinējā pretgaisa aizsardzība pie austrumu robežas ir pietiekami efektīva"
0,NBS plāno armijas plašāku transformāciju
1,NBS pārtraukuši meklēt otru Latgalē nokritušo dronu; drons joprojām varētu būt sprādzienbīstams (plkst. 20.20)
1,NBS un VUGD noliedz Šuvajeva apgalvojumu par neizpildītu prasību izsūtīt šūnu apraides paziņojumu
1,"NBS vērtē, kādus risinājumus ieviest pretdronu spēju integrēšanai kājnieku kaujas mašīnās ""Hunter"""
1,Nacionālās drošības padome noraida Krievijas dezinformāciju par Ukrainas droniem Latvijā
1,"Naktī pieredzētais apdraudējums Latvijas gaisa telpai, iespējams, saistīts ar Ukrainas dronu uzbrukumu Krievijas ostai (plkst. 12.16)"
0,Naktī uz trešdienu valsts lielākajā daļā īslaicīgi līs
0,Naktī vietumis gaidāmi vien +4 grādi
0,Naktī ārvalstu dronu ielidošana Latvijas gaisa telpā netika konstatēta
1,Narvā 9. maija pusnaktī atkal pacelts pretkara plakāts ar asiņainu Putina attēlu
0,Nav bažu par ASV kalnos cietušā alpīnista Bilzēna dzīvību; pārējos ekspedīcijas dalībniekus sasnieguši glābēji
1,"Ne viss, ko var noskalot, drīkst nonākt tualetē: iedzīvotājus aicina mainīt paradumus"
0,Nedaudz palielinājies ārvalstīs dzīvojošo Latvijas pilsoņu skaits
1,Nedēļas izskaņā kļūs siltāks
0,"Nedēļas laikā jābūt skaidrībai par valdību, norāda AS"
0,Nedēļas pēdējā dienā Latvijā brīžiem līs; būs vēss
2,Neesam vēja nesti putekļi. Lietuvas latvietes negaidītu pavērsienu pilnā dzīve
0,Negaisa fronte no Lietuvas tuvojas Augšdaugavas un Jēkabpils novadam
1,"Nelegāla ES robežas šķērsošana sarukusi par 40%, bet spiediens no Baltkrievijas aug"
1,"Nelegāli atkritumi, invazīvās sugas, kaitējums dabai – par to draudēs bargāki sodi"
1,Nelikumīgi lidināja dronu pie Rīgas pils – Militārā policija pieķer iereibušu lidaparāta pilotu
2,"Nenokavē! Abonē izdevīgāk ""Delfi Plus"" veselam gadam! Piedāvājums spēkā vēl tikai dažas dienas"
1,Nepatiesi deklarētu personu dēļ radītos komunālos maksājumus varēs pārrēķināt
0,Nepilngadīgais Andrejs veiksmīgi atrasts
1,Nesadegt politikā dzīvam. Kas ir jaunais premjers Andris Kulbergs
1,Netanjahu Irānas kara laikā slepeni apmeklējis AAE
0,Netālu no Narvas riņķo Krievijas spiegošanas dirižablis
0,Netālu no bijušā Lielbritānijas prinča Endrū mājām Anglijā aizturēts vīrietis ar ieroci
1,"Nevar secināt, ka ""Bolt"" būtu ļaunprātīgi izmantojusi dominējošo stāvokli"
2,"No ""smagajām"" ziņām pie zvēriņiem – pārbaudi savas zināšanas"
0,No Daugavas ūdeņiem Rīgā izcelts bojāgājušais
1,No Krievijas ieradušos balsotājus Armēnijā sūtīs uz militārajām mācībām
1,No Lietuvas izved 1000 ASV karavīru; kad būs nākamā rotācija – nav zināms
0,No Rīgas kanāla izcelta tajā iekritusī vairāk nekā 100 gadus vecā apse
0,No ieceres līdz apsūdzēto solam. Būtiskākās detaļas Bunkus slepkavības lietā
0,No jūlija četros Vidzemes un Latgales autobusu maršrutos gaidāmas izmaiņas
0,No jūnija būs būtiskas izmaiņas sabiedriskā transporta kustībā uz Ķengaragu
1,"No manis nesagaidīsiet skaļus solījumus, bet skaidru valodu, sola Kulbergs"
2,"No politikas līdz aknām – 10 noderīgi raksti par to, kas notiek veselības jomā"
2,No vibrācijas dreb skapja durvis un paliek slikta dūša – kā ar kravas vilcieniem sadzīvo Vecmīlgrāvja iedzīvotāji
2,Nolādēta vieta. Kā pavasara laikapstākļi no šosejas nometa autobusu Tallina–Narva
1,Nopludināti Kremļa ziņojumi paredz pieaugošu sabiedrības neapmierinātību ar Putinu
0,Norisināsies Zemessardzes 1. Rīgas brigādes komandiera maiņas ceremonija
0,Noslēgts līgums par trīs helikopteru iegādi Valsts robežsardzes vajadzībām
0,Noslēgušies būvgružu ugunsgrēka dzēšanas darbi Rumbulā
0,Nosūtījumus ambulatorajiem un stacionārajiem pakalpojumiem izsniegs pārsvarā elektroniski
0,"Notiek darbs, lai dronus varētu notriekt maksimāli efektīvi un lēti"
0,"Notiks koncerts Ukrainas atbalstam ""Divas valstis – viena sirds"""
1,"Notriektais drons parāda, ka Latvija ir spējīga reaģēt"
0,Notver divus Latvijas robežu nelikumīgi šķērsojušos pārvadātājus un 15 cilvēkus
1,Novērsti 70 nelegālo migrantu mēģinājumi šķērsot Latvijas-Baltkrievijas robežu
1,Novērsti vēl 457 nelegālo migrantu mēģinājumi šķērsot robežu
0,Nākamgad budžetā nav paredzēts finansējums Latvijas dalībai Eiropas Kosmosa aģentūrā
1,"Nāvessodu skaits sasniedzis satraucošu līmeni, saka ""Amnesty International"""
1,Nāvējošas sērgas skartajam kruīza kuģim ļaus pietauvoties Kanāriju salās
1,Nāvējošā Ebolas vīrusa uzliesmojuma dēļ Uganda slēdz robežu ar Kongo DR
1,Nāvējošā vīrusa skartais kruīza kuģis sasniedzis Tenerifi: cilvēki izjūt satraukumu un bailes
0,Nīderlandes premjerministra partijas birojā eksplodējis spridzeklis
1,Ogres novada pašvaldība apstrīd Valsts kontroles revīzijas rezultātus
1,"Ogres novada pašvaldībā neatbilstoši izlietoti vismaz 1,2 miljoni eiro"
1,Ogrē motorollera vadītājs ietriecas automobilī un tūlīt pat aizbēg
1,"Okupantu koridors ""Krima–Donecka"" liesmās: ukraiņi parāda, kā bloķē iebrucēju loģistiku"
1,"Olevs Nikers: Kāpēc pēc trešā dronu incidenta Latvijai vajag rezultātu, ne procesu"
2,"Olevs Nikers: Logs, ko Putins gaida"
1,"Opera vērsīsies tiesā par atceltā ""Parsifala"" jauniestudējuma zaudējumiem"
1,Orbāns politisku iemeslu dēļ martā lika veikt reidu Ukrainas bankas konvojam
0,Otrdien Latvijas lielākajā daļā laiku pa laikam uzlīs
0,Otrdien daudzviet laiku pa laikam līs
0,Otrdien gaisa temperatūra pakāpsies līdz +24 grādiem
0,Otrdien gaisa temperatūra vietām sasniegs +22 grādus
0,Otrdien netālu no Daugavpils aizdedzies vilciens (plkst. 12.45)
0,Otrdien pēcpusdienā brīžiem līs
0,Otrdien vietām dārdēs pērkons
0,Otrdiena būs mākoņaina
0,Otrdienas rītā vietām gaidāms lietus; pēcpusdienā uzspīdēs saule
1,Otro dronu Rēzeknē pamanīja NATO iznīcinātāji
0,"PSKUS Onkoloģijas klīnikā uzstādīta sistēma, kas ķīmijterapijas laikā palīdz mazināt matu izkrišanu"
0,"PSKUS valdes locekle: Rīgā pietrūkst slimnīcas pacientiem, kuriem nav vajadzīga augstākā līmeņa aprūpe"
1,PTAC bloķējusi divas interneta vietnes pēc sūdzībām par smaržu tirdzniecību
0,PTAC: Biedrība “Tiesiskums. lv” no patērētāju tiesību aizsardzības viedokļa ir īstenojusi maldinošu komercpraksi
0,PVD konstatējis salmonellas Polijas cāļu gaļas produktos un parazitāro slimību ierosinātājus Norvēģijas makrelēs
1,PVO pasludina Ebolas vīrusa uzliesmojumu Kongo DR par globālu ārkārtas situāciju
0,PVO ģenerāldirektors Kongo DR ieradies Ebolas uzliesmojuma epicentrā
0,Pabeigta Aļaskā bojāgājušo Latvijas alpīnistu nocelšana no Denali kalna
0,Pabeigta izmeklēšana par naudas izkrāpšanu profesionālās izglītības iestādē Rēzeknē
1,"Pacientiem, velosipēdistiem, banku klientiem, pabalstu saņēmējiem. Kas mainījies Latvijā kopš maija?"
0,Pacientu plūsmas virzīšana izgaismo virkni problēmu
0,Padomju armijas memoriālā Daugavpilī un pie Salaspils memoriāla 9. maijā gulst ziedi
1,"Pagaidām zināmi divi ""mīkstā mandāta"" saņēmēji"
1,Pagājušajā nedēļā no Latvijas iedzīvotājiem izkrāpts vismaz pusmiljons eiro
0,"Paliekoša dāvana – ""Delfi"" abonements absolventiem un skolotājiem"
0,Palielina aizsargjoslu ārējās robežas infrastruktūras uzturēšanai
1,"Pamiera laikā Izraēla veikusi gandrīz 3500 uzbrukumu Libānai, norāda Beirūta"
0,Papildtermiņā otrdien notiks iepriekš pārtrauktā 9. klašu eksāmena otrā daļa
1,"Par 1,1 miljona eiro noziedzīgi iegūtu līdzekļu legalizēšanu – pieci gadi cietumā"
0,"Par 660 000 eiro uzlabos ""112.lv"""
0,Par NEPLP priekšsēdētāju ievēlēta Aurēlija Ieva Druviete
0,Par atsevišķu ārzemēs pirktu medikamentu ievešanu Latvijā var draudēt cietumsods
